196,242,3
186,301,3
22,374,1
244,51,2
166,344,1
297,471,4
115,265,2
253,462,5
303,448,3
6,86,3
62,257,2
285,1003,5
200,222,5
210,40,3
224,29,3
296,777,3
122,384,5
194,273,2
290,1031,4
234,1173,2
119,389,4
167,273,4
298,144,4
290,118,2
306,1,4
95,541,2
38,95,5
102,760,2
63,276,4
160,234,5
50,246,3
300,98,4
225,193,4
289,88,4
97,194,3
157,273,4
181,1070,1
277,598,5
275,788,1
7,32,4
10,16,4
283,302,4
201,969,2
275,559,3
286,325,5
246,201,5
242,1126,5
249,241,5
99,4,5
178,330,3
251,100,4
81,429,2
260,320,4
25,181,5
59,196,5
72,672,2
87,381,4
289,143,5
42,420,5
291,510,4
115,20,3
20,287,1
201,219,4
13,521,3
246,909,4
138,26,5
167,232,1
60,424,5
57,302,5
223,273,4
189,507,4
243,15,3
92,1038,1
246,413,3
194,165,4
241,682,2
178,248,4
254,869,3
292,5,3
127,229,5
225,237,5
298,229,3
225,477,5
275,54,3
290,144,5
222,363,4
267,513,5
42,400,3
11,111,4
95,620,4
8,336,4
162,25,4
87,1005,4
278,154,5
145,274,2
119,1142,5
62,494,4
62,379,3
28,209,4
135,23,4
32,293,3
90,379,5
285,208,4
292,677,3
216,144,4
166,326,5
250,492,4
270,132,5
160,174,5
265,118,4
198,494,3
42,96,5
168,151,5
110,305,4
58,144,4
90,643,4
270,344,4
62,21,3
278,824,3
237,509,4
94,781,4
128,482,3
297,315,4
44,195,5
264,200,5
194,382,2
72,195,5
222,742,5
250,264,3
41,265,3
224,245,3
82,135,3
262,1136,4
292,468,3
216,653,3
250,140,3
59,23,5
285,376,5
244,807,4
7,476,4
174,365,1
87,273,4
194,1200,2
82,1123,2
13,828,2
13,271,4
244,748,2
303,424,5
95,779,2
43,14,2
298,945,4
57,416,3
84,402,3
268,499,4
298,111,3
194,463,4
160,135,4
99,246,3
10,273,4
259,117,4
85,424,3
296,909,4
213,272,5
121,509,3
90,98,5
49,554,2
42,786,3
155,321,2
68,117,4
172,177,4
19,4,4
246,231,4
5,2,3
303,117,2
44,293,4
43,137,4
278,1321,1
80,463,5
254,164,4
297,280,3
278,1227,1
66,297,4
18,440,3
246,1024,2
99,79,4
13,98,4
26,258,3
7,452,4
222,747,4
200,218,5
119,326,4
213,172,5
275,320,3
94,1205,3
130,376,4
38,326,4
160,711,3
292,1253,3
26,920,2
130,216,4
92,1068,3
256,449,4
1,61,4
72,48,4
56,747,3
13,357,4
15,402,2
92,77,3
207,473,2
291,174,5
232,480,5
251,740,2
224,26,3
181,220,4
259,255,4
303,468,4
52,279,3
161,202,5
148,405,5
125,235,2
97,228,5
58,1087,4
83,234,4
90,345,4
271,178,5
194,181,3
125,475,4
110,680,1
298,14,4
151,10,5
268,127,4
6,14,5
54,106,3
296,69,5
16,934,1
300,782,4
275,1080,3
303,214,2
194,1017,2
91,321,2
87,549,4
293,109,4
285,171,4
200,316,5
229,326,1
178,563,4
296,834,2
62,65,4
207,586,3
92,172,4
300,398,4
36,337,5
70,738,3
63,242,3
28,201,3
278,68,4
250,7,4
14,98,3
298,1007,3
194,54,3
296,807,3
119,237,5
294,218,5
246,920,2
246,2,2
66,258,4
233,202,5
83,618,4
214,332,3
192,473,2
100,342,4
246,145,1
300,56,4
305,89,5
234,141,3
83,571,4
181,264,2
296,133,4
38,153,5
7,379,4
264,805,4
181,863,1
201,146,1
85,502,4
268,364,3
59,465,3
285,143,4
193,96,1
113,590,5
291,11,5
130,1003,3
274,98,4
189,515,5
219,82,1
218,209,5
123,424,3
119,222,5
158,177,4
222,118,4
301,320,2
278,496,3
300,79,5
181,3,2
201,687,1
13,198,3
1,189,3
145,237,5
23,382,4
201,759,4
295,697,5
42,541,3
33,863,3
300,549,3
16,64,5
95,135,3
154,354,4
77,481,5
295,503,5
301,296,2
244,218,3
222,77,4
13,215,5
16,697,5
269,449,4
145,15,2
187,64,5
200,302,5
170,741,5
101,821,3
184,218,3
128,204,4
181,1280,1
184,153,3
1,33,4
1,160,4
184,319,5
54,590,3
94,341,4
128,503,4
23,321,2
300,227,3
300,191,3
112,893,1
82,183,3
222,716,3
218,427,3
306,1186,4
296,134,5
133,743,3
215,212,2
69,256,5
254,657,4
275,2,4
104,974,1
63,1056,3
267,407,4
13,56,5
240,870,3
285,237,2
293,270,5
90,1075,4
18,26,4
92,229,3
306,644,4
144,89,3
191,301,4
59,941,3
200,96,5
16,197,5
61,671,3
270,199,4
270,701,3
142,169,5
274,592,3
222,151,3
87,40,3
207,258,4
271,1377,2
177,331,4
207,1104,2
298,572,3
270,375,4
303,422,4
49,949,2
94,1212,3
130,1006,3
10,175,3
203,319,3
191,285,4
43,321,3
21,553,5
197,96,5
13,342,2
194,66,3
234,206,4
306,399,4
306,635,4
268,517,5
94,265,4
246,62,3
271,12,5
121,290,3
295,20,5
134,285,3
180,459,5
234,607,3
104,117,2
38,750,1
268,837,1
7,163,4
234,1434,3
274,402,2
52,250,3
102,815,3
13,186,4
178,723,4
236,71,3
256,773,5
263,176,5
244,186,3
278,1170,4
43,807,4
83,78,2
151,197,5
254,433,2
109,626,3
296,708,3
249,188,4
144,691,4
300,599,4
64,389,3
92,496,2
222,97,4
246,433,3
292,135,5
213,173,5
160,457,2
13,494,4
59,707,5
5,17,4
125,163,5
174,313,5
114,500,3
213,510,4
23,196,2
128,15,4
239,56,4
181,278,1
290,80,4
250,238,4
201,644,3
60,60,5
181,323,2
119,404,3
286,1,5
216,228,3
216,526,4
203,468,4
92,582,3
13,882,3
213,176,4
285,287,5
117,1036,2
99,111,1
11,553,3
65,47,2
294,194,4
268,217,2
85,259,2
250,591,5
137,144,5
201,950,2
257,137,4
111,326,4
91,477,4
215,211,4
181,928,1
189,1049,5
1,20,4
296,401,4
298,303,3
187,210,4
222,277,2
214,563,4
292,762,3
284,191,4
296,252,3
96,156,4
72,1099,3
115,1056,4
7,427,3
116,347,3
73,477,4
268,246,5
263,416,5
70,428,3
221,472,4
72,182,5
25,354,4
289,50,5
189,521,4
298,296,3
264,293,3
200,362,5
187,135,4
184,187,4
63,288,2
13,229,4
297,273,3
235,185,4
62,704,4
246,94,2
54,734,5
63,754,3
11,724,3
92,168,4
8,545,3
305,174,4
296,200,4
256,841,2
72,54,3
164,403,2
117,150,4
224,77,4
193,860,3
94,184,2
280,336,2
130,109,3
128,368,1
94,712,1
182,837,3
129,864,1
254,229,4
64,378,4
151,176,2
45,25,4
193,870,3
275,912,4
275,57,3
234,187,4
181,304,1
21,367,1
292,249,3
264,713,5
10,606,5
197,344,3
275,142,3
306,424,4
221,933,4
131,126,4
246,816,2
109,8,3
198,58,3
230,266,4
181,733,1
192,1050,4
234,445,3
90,890,4
193,931,4
128,598,5
126,895,2
244,265,4
90,288,3
157,25,3
303,71,3
119,379,5
21,222,2
231,181,4
279,503,3
287,132,3
278,1480,2
300,33,4
72,691,3
90,259,2
306,55,3
59,734,3
94,736,4
130,637,4
26,1004,3
56,121,5
82,503,2
62,12,4
275,40,3
181,1004,1
152,300,3
178,837,4
217,592,4
79,296,4
138,481,4
306,81,5
75,283,2
268,198,4
305,94,3
222,773,3
121,732,3
268,22,1
13,856,4
230,734,5
268,502,4
239,1088,5
245,1017,5
56,541,3
294,951,5
270,1017,2
222,804,2
69,240,3
10,7,4
22,373,3
293,921,3
82,709,1
278,396,4
268,234,1
6,98,5
243,1028,4
297,181,4
281,323,1
78,321,1
118,200,5
282,1103,5
171,291,4
70,217,4
10,100,5
245,181,4
107,331,3
246,556,1
13,891,1
275,70,4
244,17,2
189,56,5
226,242,5
62,1005,4
275,414,4
214,475,4
304,235,4
222,26,3
279,626,5
60,427,5
56,71,4
42,273,5
1,202,5
13,801,4
173,288,4
15,741,1
185,23,4
279,535,3
244,378,4
150,292,4
7,493,4
178,315,4
178,734,3
95,1205,3
234,1445,3
97,222,5
109,127,2
117,246,5
268,697,2
130,1233,3
264,650,4
207,13,3
42,583,5
246,406,2
87,364,4
101,302,3
256,127,4
92,786,3
181,754,2
213,235,1
92,731,2
291,656,5
246,660,4
273,837,5
188,684,5
18,86,4
5,436,1
236,627,3
193,404,4
144,701,4
90,1187,5
48,604,4
5,225,2
22,128,5
309,429,4
8,22,5
275,188,4
222,173,5
72,857,4
298,134,4
1,171,5
306,294,3
165,216,4
222,49,3
181,121,4
200,11,5
234,621,4
244,699,4
90,25,5
208,216,5
263,96,4
134,321,4
278,581,4
2,291,4
287,588,2
49,301,4
285,153,5
205,302,3
22,80,4
234,316,4
223,326,3
15,25,3
246,147,4
94,1208,3
273,402,4
7,488,5
246,217,2
16,55,5
164,615,3
289,161,4
92,510,4
239,1059,5
56,446,5
248,234,4
234,10,3
279,1038,2
306,187,5
275,64,5
192,938,3
122,504,4
85,583,3
262,921,2
201,271,3
181,861,2
294,731,4
263,563,4
294,39,4
201,1089,4
93,812,3
159,1017,5
158,660,2
292,420,3
82,592,3
275,181,5
13,815,5
217,2,3
83,655,4
189,20,5
222,788,4
146,1011,5
267,121,3
126,293,3
181,1049,1
125,80,4
43,120,4
13,772,1
253,259,2
42,44,3
77,513,4
290,678,5
246,21,3
262,28,3
234,81,3
29,245,3
236,57,5
158,721,3
156,656,4
232,52,5
168,857,5
37,287,4
141,245,3
235,230,4
102,70,3
77,172,3
90,501,5
186,561,5
44,655,5
118,766,5
7,656,5
49,869,2
62,68,1
42,1017,4
178,430,4
85,51,2
77,471,5
58,1088,2
56,1036,4
197,680,1
285,99,4
90,258,3
181,1273,1
294,190,4
224,69,4
271,315,4
221,999,3
66,868,1
207,316,5
234,483,3
7,643,5
87,82,5
195,1041,1
44,446,5
304,286,4
194,172,3
94,62,3
167,654,4
108,100,4
230,302,5
181,917,1
54,301,4
90,22,4
181,688,2
285,354,4
14,268,4
309,179,2
92,121,5
21,437,1
244,545,1
181,402,4
65,798,4
37,535,2
44,440,5
244,183,4
1,265,4
